Id,Texto,Label,Lenguaje
3685,"""todo mal contigo, TODO 😒""",toxic,español
3686,"""Vete a tomar por culo tonto del culo 💩""",toxic,español
3687,"""I like this approach.""",clean,ingles
3688,"""Me cagan los chairos mierderos""",hate,español
3689,"""vamosss intento final 🎯""",clean,español
3690,"""Sigue luchando por tus sueños""",clean,español
3691,"""You reckless cunt""",toxic,ingles
3692,"""Todos los tortilleras son unos mierderos en corto💩🤮""",hate,español
3693,"""Qué joya de video""",clean,español
3694,"""That's iconic goat""",clean,ingles
3695,"""I hate feminazis deadass""",hate,ingles
3696,"""Eres el más estúpido del mundo entero.""",toxic,español
3697,"""Espero que aprendas algo, idiota trol. 👎""",toxic,español
3698,"""You're cheeky legend""",clean,ingles
3699,"""Eres un desperdicio de espacio pinche arrastrado""",toxic,español
3700,"""moros cultura""",hate,español
3701,"""Vete a tomar por culo desgraciado""",toxic,español
3702,"""Esos peruanos asquerosos viren de acá cachai""",hate,español
3703,"""Esos petristas corronchos plomo es lo que hay ñero 🚩""",hate,español
3704,"""I'm with this dude fuck the punk police """,toxic,ingles
3705,"""qien anda desde el inicio?""",clean,español
3706,"""musulmanes yihadistas""",hate,español
3707,"""Das lástima wey neta mazapán""",toxic,español
3708,"""bien ahi crack 👏""",clean,español
3709,"""This is actually pretty interesting.""",clean,ingles
3710,"""Vete de aquí, morón. Estás poniendo a todos molesto.""",toxic,español
3711,"""You are absolutely clueless. Why do you even try?""",toxic,ingles
3712,"""Ya dejé mi like reina""",clean,español
3713,"""¿Dónde conseguiste esa playera genio?""",clean,español
3714,"""You're clean geezer""",clean,ingles
3715,"""Suerte es que le digo bobo hijueputa""",toxic,español
3716,"""la mayor suerte que he visto 😂""",clean,español
3717,"""Saludos desde Chile man 😊""",clean,español
3718,"""Eres un completo basura. ¿Por qué sigues existiendo? 🙄""",toxic,español
3719,"""This is explained well.""",clean,ingles
3720,"""qien mas llego tarde jajaja""",clean,español
3721,"""Esos masisi picantes nos invaden cachai""",hate,español
3722,"""Éxito en todo lo que hagas""",clean,español
3723,"""Todos los peruanos son unos sarnosos no valen verga""",hate,español
3724,"""Cheers mate""",clean,ingles
3725,"""hablas cosas sin sentido""",toxic,español
3726,"""Me cagan los fifis putos""",hate,español
3727,"""QUÉ PRO se ve esto""",clean,español
3728,"""Me cagas la punta de la verga piojoso""",toxic,español
3729,"""Todos los maricas son unos culeros al chile""",hate,español
3730,"""Das lástima wey neta imbécil""",toxic,español
3731,"""bro yaaaa, das pena desde lejos 😬""",toxic,español
3732,"""mujeres feminazis""",hate,español
3733,"""Disgusting yids are perverted pedophiles""",hate,ingles
3734,"""Qué bien te expresas Me encanta esta comunidad""",clean,español
3735,"""Corrientes feminazis me cagan la madre""",hate,español
3736,"""Qué broma más tonto. Solo eres un asqueroso. 🖕""",toxic,español
3737,"""Eres lo que le sigue de pendejo fresa""",toxic,español
3738,"""q onda loco ya arranco?""",clean,español
3739,"""lol chat chill""",clean,ingles
3740,"""Primitive beaners are enemies of the state""",hate,ingles
3741,"""Necesito uno de esos urgentes man 🙌""",clean,español
3742,"""Máquina joyita de internet""",clean,español
3743,"""Tomatelá no te quiere nadie pelotudo""",toxic,español
3744,"""All dykes are ugly and disgusting""",hate,ingles
3745,"""Vete de aquí, cobarde. Estás poniendo a todos patético.""",toxic,español
3746,"""solid decision making""",clean,ingles
3747,"""I love this queen 🙌""",clean,ingles
3748,"""Cringe failure""",toxic,ingles
3749,"""Odio a los feminazis feas sarnosos""",hate,español
3750,"""rojos bandera""",hate,español
3751,"""¿Alguna recomendación de serie colega?""",clean,español
3752,"""Muérete, parásito irritante.""",toxic,español
3753,"""¿Cuál es tu película favorita? Joyita de internet""",clean,español
3754,"""Por qué no te callas mentiroso""",toxic,español
3755,"""Wetbacks are criminal invaders""",hate,ingles
3756,"""Spics turn our cities into slums""",hate,ingles
3757,"""ace limpio bro 😎""",clean,español
3758,"""muy crack 💯""",clean,español
3759,"""crack absoluto bro""",clean,español
3760,"""Bassem Masri is a criminal, a thug and a psychopath. He has no credibility, and no humanity. He needs to be locked in a jail cell. Time for the rubber-room and straight-jacket for Bassem. Get his intellectually dishonest butt out of the community. """,toxic,ingles
3761,"""Corrientes chilangos no deberían existir""",hate,español
3762,"""Eres un fracaso total en todo lo que haces.""",toxic,español
3763,"""Me tenés los huevos al plato 🤬""",toxic,español
3764,"""Me cagan los Argentinos babosos""",hate,español
3765,"""Repulsive blacks should die of AIDS""",hate,ingles
3766,"""Pajeets are eat dirt deadass""",hate,ingles
3767,"""derechistas explotadores""",hate,español
3768,"""Vete de aquí, fracasado. Estás poniendo a todos patético.""",toxic,español
3769,"""calidad top como siempre ⭐""",clean,español
3770,"""Cerrá el orto pedazo de salame""",toxic,español
3771,"""I hate refugees lmao 🚪""",hate,ingles
3772,"""jajaja no mames que random""",clean,español
3773,"""Esos flaites picantes comen gatos cachai 🔫""",hate,español
3774,"""a qe hora acabara?""",clean,español
3775,"""Odio a los venecos picantes fome""",hate,español
3776,"""This is clear and simple.""",clean,ingles
3777,"""I stan this queen""",clean,ingles
3778,"""nmms otra vez lo mismo""",toxic,español
3779,"""mejor guarda silencio""",toxic,español
3780,"""Fair dinkum you're a mongrel""",toxic,ingles
3781,"""Malditos indios regresen a su cerro""",hate,español
3782,"""You're wholesome king""",clean,ingles
3783,"""a qe hora empieza?""",clean,español
3784,"""Me cagan los fifis jodidos""",hate,español
3785,"""cuando aparece boss??""",clean,español
3786,"""Los rubios son la peor ignorantes de este mundo""",hate,español
3787,"""Espero que dejes de hablar, asqueroso payaso.""",toxic,español
3788,"""I hope you stay quiet, you disgusting coward.""",toxic,ingles
3789,"""Vete de aquí, trol. Estás poniendo a todos inservible.""",toxic,español
3790,"""Alharacos haitianos lacras son puro delincuente""",hate,español
3791,"""Mugrosos viejas me cagan la madre""",hate,español
3792,"""Get lost you arsehole""",toxic,ingles
3793,"""De lujo te salió""",clean,español
3794,"""I learned something new today.""",clean,ingles
3795,"""Fome mapuches pobletes váyanse a su isla""",hate,español
3796,"""Vales pura verga inútil""",toxic,español
3797,"""Sos la vergüenza de tu familia nabo""",toxic,español
3798,"""Po haitianos rotos nos invaden""",hate,español
3799,"""Esos flaites rotos son puro delincuente wn 🔫""",hate,español
3800,"""Six gorillion 🤥""",hate,ingles
3801,"""That's sound fella 😎""",clean,ingles
3802,"""Sos de madera gato""",toxic,español
3803,"""qien mas esta esperando?""",clean,español
3804,"""Sos un cero a la izquierda pelotudo""",toxic,español
3805,"""holaaa llegue tarde perdon :3""",clean,español
3806,"""Sheesh fam""",clean,ingles
3807,"""gg wp rico 👏""",clean,español
3808,"""hope ur having fun""",clean,ingles
3809,"""10/10 recomendado""",clean,español
3810,"""Makes total sense.""",clean,ingles
3811,"""Espero que tengan una excelente semana""",clean,español
3812,"""Andá a la concha de tu hermana mufa""",toxic,español
3813,"""Esos cuicos hediondos💸""",hate,español
3814,"""This helped me a lot 🙌""",clean,ingles
3815,"""Hillbillies are should be shot bruh""",hate,ingles
3816,"""qué estupidez""",toxic,español
3817,"""Vaya a que se lo culeen chichipato""",toxic,español
3818,"""Aweonao cuicos weones valen callampa 💸""",hate,español
3819,"""that reaction tho haha 😂""",clean,ingles
3820,"""todo mal, TODO""",toxic,español
3821,"""You reckless flog""",toxic,ingles
3822,"""Me alegraste el día con esto""",clean,español
3823,"""africanos hambre""",hate,español
3824,"""Wn mapuches picantes viren de acá""",hate,español
3825,"""I hope you learn something, you idiotic troll.""",toxic,ingles
3826,"""Todos los chilangos son unos gatos al chile""",hate,español
3827,"""vamos por la W 🏆""",clean,español
3828,"""Mírate al espejo y llora""",toxic,español
3829,"""This feels honest.""",clean,ingles
3830,"""Man arriba ese ánimo""",clean,español
3831,"""This is a genuine failure of leadership by the President of the United States.  This nice town, Ferguson, should have been declared a state of emergency. It should have been put under martial law, federal troops should have stuffed the town, and non-residents should have been pushed out.  Everyone knew there was going to be another riot.  But...what did the President do?  He didn't want to offend the black community. He didn't want anyone else to get shot.  So he just let 'er burn baby burn.  Seems to me, that a real leader could have had it both ways.  Mr. President, sir, you have failed reprehensibly - and I do accuse you.﻿""",toxic,ingles
3832,"""Yids should die of AIDS☠️""",hate,ingles
3833,"""And in this section ladies and gentlemen, you will see black people misbehaving. I wonder what would happen if everyone rioted when court decisions do not go their way.""",toxic,ingles
3834,"""Fome mapuches monos chupenla""",hate,español
3835,"""No soporto ver a los japos por la calle son el demonio""",hate,español
3836,"""Pinches indios no valen madre puñetas""",hate,español
3837,"""Alharacos comunachos weones valen callampa 🚩""",hate,español
3838,"""Eres un trol total. Consíguete una vida. 🤫""",toxic,español
3839,"""Repulsive kikes are destroying the world""",hate,ingles
3840,"""Cringe mistake""",toxic,ingles
3841,"""qien mas no vio la noti xD""",clean,español
3842,"""wey QUÉ PRO juegas""",clean,español
3843,"""Absolute chav""",toxic,ingles
3844,"""bro puro hablar por hablar""",toxic,español
3845,"""qué comentario tan cringe""",toxic,español
3846,"""You know its crazy.... I actually came across your video about bitcoin while trying to learn more about it and knew you looked familiar.... I took the time to look at some of Mike Browns personal profiles myself specifically his soundcloud. While I do think he is guilty of representing himself in the wrong light and maybe of stealing he still didn't deserve to die. The fact that WHITE people like yourself continued to insinuate it is ridiculous and shows your clear lack of empathy and sympathy. It seems you all are more like the ""animals"" you think we are..... And its especially offensive looking back at these videos 3 years later when hip/hop rnb (OUR BLACK CULTURE) is the biggest thing and media and you still dont understand our perspectives. To say Trayvon Martin was making lean in on of your other videos shows how ignorant you truly are as well. Sprite or Fanta or a CARBONATED DRINK is used when making lean....Not tea....""",toxic,ingles
3847,"""The example was useful.""",clean,ingles
3848,"""Get lost you slag""",toxic,ingles
3849,"""Ragheads are savage and are destroying the world""",hate,ingles
3850,"""pog ultimo""",clean,español
3851,"""Sand nigger""",hate,ingles
3852,"""needed this after work""",clean,ingles
3853,"""Olé tú qué arte Qué buen servicio 👍""",clean,español
3854,"""Delusional zoomers are lower than dogs""",hate,ingles
3855,"""Corrientes feminazis deberían fusilarlos""",hate,español
3856,"""Que te den morcilla cenutrio""",toxic,español
3857,"""NOOO pero se puede!!""",clean,español
3858,"""What a annoying joke. You're just a idiot. 🤫""",toxic,ingles
3859,"""All wetbacks are stealing our jobs""",hate,ingles
3860,"""Drop dead, you annoying pest.""",toxic,ingles
3861,"""esa jugada estuvo brutal""",clean,español
3862,"""Deje de montar película perra""",toxic,español
3863,"""Nadie te quiere por imbécil""",toxic,español
3864,"""Fan de esto desde ya""",clean,español
3865,"""Why are you so trash? It's pathetic.""",toxic,ingles
3866,"""otra tontería como siempre""",toxic,español
3867,"""Cachai flaites rotos muéranse 🔫""",hate,español
3868,"""q comentario tan mal hecho, neta""",toxic,español
3869,"""Shut it down""",hate,ingles
3870,"""Alharacos camionas asquerosos son puro delincuente""",hate,español
3871,"""bien ahi men sigue asi""",clean,español
3872,"""Hillbillies are smell like shit deadass""",hate,ingles
3873,"""va a retornar el streamer?""",clean,español
3874,"""Disgusting ragheads are violent criminals🤬⛓️""",hate,ingles
3875,"""a qe hora dices adios?""",clean,español
3876,"""Qué copado lo que hiciste""",clean,español
3877,"""I hate incels lmao 🤬""",hate,ingles
3878,"""Eres un indio de primera categoría""",toxic,español
3879,"""Que te folle un pez cornudo""",toxic,español
3880,"""Sos más feo que patada en los huevos rastrero""",toxic,español
3881,"""me quedo viendo un rato 😄""",clean,español
3882,"""Wn flaites asquerosos comen gatos 🔫""",hate,español
3883,"""Capo qué padre se ve 🌈""",clean,español
3884,"""a qe hora sale el boss?""",clean,español
3885,"""Cierra tu boca, imbécil arrogante.""",toxic,español
3886,"""animo crack aun hay chance 🙌""",clean,español
3887,"""Eres un morón total. Consíguete una vida.""",toxic,español
3888,"""You're a bloody galah 🤬""",toxic,ingles
3889,"""me encanta tu estilo""",clean,español
3890,"""Vete de aquí, morón. Estás poniendo a todos estúpido.""",toxic,español
3891,"""You fucking knobhead""",toxic,ingles
3892,"""Diseased chinks are lower than dogs""",hate,ingles
3893,"""hi all first time here <3""",clean,ingles
3894,"""Eres un desperdicio de potencial humano.""",toxic,español
3895,"""Carnal eres grande""",clean,español
3896,"""Que descansen hasta mañana""",clean,español
3897,"""Ragheads are bomb makers""",hate,ingles
3898,"""Me cagan los negros mugrosos""",hate,español
3899,"""Mostro hola qué tal el día""",clean,español
3900,"""Odio a los cuicos pobletes alharacos 💸""",hate,español
3901,"""Po haitianos picantes chupenla""",hate,español
3902,"""poggers esa jugada""",clean,español
3903,"""Arriba ese ánimo""",clean,español
3904,"""Malditos fanáticos asquerosos dan asco 🤮""",hate,español
3905,"""cuando proximo match?""",clean,español
3906,"""¿Qué marca es?""",clean,español
3907,"""Eres una carga para la sociedad.""",toxic,español
3908,"""Espero que te largues, asqueroso cobarde.""",toxic,español
3909,"""Po mapuches picantes viren de acá""",hate,español
3910,"""kekw chat increible 😂""",clean,español
3911,"""Espero que borres tu cuenta, inservible morón.""",toxic,español
3912,"""F entretenido run :)""",clean,español
3913,"""practice paying off bro""",clean,ingles
3914,"""negros esclavos""",hate,español
3915,"""esta super bueno el directo 😍""",clean,español
3916,"""Pinches cholos me cagan la madre pinche madre🤬""",hate,español
3917,"""no sabes ni de lo que opinas""",toxic,español
3918,"""Esos mapuches culiaos nos invaden wn""",hate,español
3919,"""jajaja se salio 😄""",clean,español
3920,"""10/10 recomendado Me sirvió mucho gracias""",clean,español
3921,"""Alharacos venecos hediondos comen gatos""",hate,español
3922,"""Wn haitianos weones son puro delincuente""",hate,español
3923,"""nooo pero aun hay chance""",clean,español
3924,"""alguien sabe el parche nuevo?""",clean,español
3925,"""W facilito bro""",clean,español
3926,"""All retards are destroying the world""",hate,ingles
3927,"""eres insufribleeee, nadie t aguanta""",toxic,español
3928,"""Alharacos masisi rotos váyanse a su isla""",hate,español
3929,"""Esta es la cosa más idiota que he visto. Deberías aprendas algo.""",toxic,español
3930,"""estás en la luna o que?""",toxic,español
3931,"""Pinche inútil mugroso vete a bañar""",toxic,español
3932,"""Fome masisi weones váyanse a su isla""",hate,español
3933,"""You reckless bludger""",toxic,ingles
3934,"""nooo pero ahí voy, gracias 🤗""",clean,español
3935,"""Nadie te topa pinche piojoso""",toxic,español
3936,"""Babosos oaxacos no valen madre""",hate,español
3937,"""woooow didnt expect that :o""",clean,ingles
3938,"""Pinches lenchas regresen a su cerro hijos de la chingada""",hate,español
3939,"""Gracias por el tip Infravalorado este post""",clean,español
3940,"""Esta es la cosa más asqueroso que he visto. Deberías te quedes callado. 👎""",toxic,español
3941,"""Odio a los cuicos lacras alharacos 💸""",hate,español
3942,"""I like how you broke it down.""",clean,ingles
3943,"""I hate roasties literally""",hate,ingles
3944,"""thanks for the laughs""",clean,ingles
3945,"""fascistas asesinos""",hate,español
3946,"""Well organized thoughts.""",clean,ingles
3947,"""No puedo creer lo tóxico que es la gente. De verdad, tóxico. 🤬""",toxic,español
3948,"""Get out, you vile piece of garbage.""",toxic,ingles
3949,"""Deja de publicar tus opiniones basura. A nadie le importa.""",toxic,español
3950,"""oooh nice one""",clean,ingles
3951,"""Infravalorado este post fiera""",clean,español
3952,"""bro tas bien mal""",toxic,español
3953,"""Hoes should die of AIDS""",hate,ingles
3954,"""Deje de montar película muerto de hambre""",toxic,español
3955,"""This is the most ignorant thing I've ever seen. You should learn something.""",toxic,ingles
3956,"""¿Alguien tiene el link?""",clean,español
3957,"""Simple explanation, works well.""",clean,ingles
3958,"""Drop dead, you irritating parasite.""",toxic,ingles
3959,"""Esta es la cosa más basura que he visto. Deberías dejes de hablar. 💩""",toxic,español
3960,"""Chinks are are invading us bruh""",hate,ingles
3961,"""Ya cállate el hocico pinche indio 🤫""",toxic,español
3962,"""lol me distrajo xD""",clean,español
3963,"""vamosss cerrando fuerte 🔥""",clean,español
3964,"""me quedo otro rato 😄""",clean,español
3965,"""Esos venecos conchetumadres chupenla alharacos""",hate,español
3966,"""Está para enmarcar Buen aporte compañero 💪""",clean,español
3967,"""Repulsive faggots are raping our women""",hate,ingles
3968,"""españoles opresores""",hate,español
3969,"""USA land of the free baby. HAHAHAHA! All you people not living in USA, should be thankful everyday. This is the worse country on earth.""",toxic,ingles
3970,"""Fome haitianos culiaos váyanse a su isla""",hate,español
3971,"""You're doing my head in numpty""",toxic,ingles
3972,"""me gusta como juegas neta 😍""",clean,español
3973,"""I wonder how big of a crater Thug Brown made in the street when he met the final shot to the melon. You get what you sew... 

BLM - When Truth and Facts Don't then they Shit in their own Kitchens before they get the right directions to the toilet.""",toxic,ingles
3974,"""Chuffed to bits guy""",clean,ingles
3975,"""Todo va a estar bien lindo""",clean,español
3976,"""inmigrantes trabajo""",hate,español
3977,"""Esos colipatos rotos muéranse wn""",hate,español
3978,"""Po peruanos monos muéranse""",hate,español
3979,"""You're the dumbest person alive, hands down.""",toxic,ingles
3980,"""Amigo qué humildad la tuya 😎""",clean,español
3981,"""Espero que te largues, tonto idiota.""",toxic,español
3982,"""Menudo mierda seca estás hecho""",toxic,español
3983,"""Me cagan los negros babosos🐵""",hate,español
3984,"""Eres tan inútil que hasta un zombi es más productivo.""",toxic,español
3985,"""Eres súper auténtico Inspirador historia""",clean,español
3986,"""You're awesome fella""",clean,ingles
3987,"""puras estupidas estupideces en tu comentario""",toxic,español
3988,"""Esos haitianos hediondos chupenla cachai""",hate,español
3989,"""Rey ¿cuál es tu secreto para mantenerte motivado?""",clean,español
3990,"""hey chat pa hablar xD""",clean,español
3991,"""otra tontería más""",toxic,español
3992,"""Eres un chairo de primera categoría""",toxic,español
3993,"""Go away, you idiot. You're making everyone useless. 🙄""",toxic,ingles
3994,"""Dykes are unnatural""",hate,ingles
3995,"""feministas aborto""",hate,español
3996,"""comentario inservible""",toxic,español
3997,"""Saludos a la distancia Llegué temprano a la joya""",clean,español
3998,"""Nadie te quiere aquí, lárgate ya.""",toxic,español
3999,"""I hate crackers ngl""",hate,ingles
4000,"""holaaaa recien entro 😄""",clean,español
4001,"""I love this lad""",clean,ingles
4002,"""Compa pov: eres feliz viendo esto""",clean,español
4003,"""esto es hard o normal?""",clean,español
4004,"""Gross jews are stealing our jobs""",hate,ingles
4005,"""Aweonao peruanos lacras viren de acá""",hate,español
4006,"""Tomatelá no te quiere nadie""",toxic,español
4007,"""Refugees are raping our women""",hate,ingles
4008,"""mejor no hables""",toxic,español
4009,"""pog final ✨""",clean,español
4010,"""You're lovely homie 🚀""",clean,ingles
4011,"""gracias chat por la vibra 🤗""",clean,español
4012,"""sanchistas dictadura""",hate,español
4013,"""Muérete ya, basura inútil.""",toxic,español
4014,"""Man eres un amor""",clean,español
4015,"""Spear chucker""",hate,ingles
4016,"""Ya dejé mi like Interesante punto de vista""",clean,español
4017,"""xD q paso ahi""",clean,español
4018,"""dale compa sin miedo""",clean,español
4019,"""Está una elegancia""",clean,español
4020,"""VAMOSSSS SE PUEDE 🔥""",clean,español
4021,"""xd xd that was funny""",clean,ingles
4022,"""friend was right this slaps""",clean,ingles
4023,"""Odio a los masisi picantes fome""",hate,español
4024,"""Maestro hola qué hay de nuevo""",clean,español
4025,"""rock on mate""",clean,ingles
4026,"""Qué broma más ignorante. Solo eres un trol. 😒""",toxic,español
4027,"""ez ez todo limpio 😎""",clean,español
4028,"""esto cuenta como W? :P""",clean,español
4029,"""this deserves more viewers""",clean,ingles
4030,"""Esos colipatos lacras son puro delincuente alharacos""",hate,español
4031,"""inmigrantes ilegales""",hate,español
4032,"""Esta es la cosa más sin cerebro que he visto. Deberías vayas a llorar.""",toxic,español
4033,"""ace!!! lets gooo""",clean,ingles
4034,"""Eres un completo patético. ¿Por qué sigues publicando? 😒""",toxic,español
4035,"""No bother queen""",clean,ingles
4036,"""Yids are should go back to where they came from kek""",hate,ingles
4037,"""qué comentario tan inútil""",toxic,español
4038,"""I support this man""",clean,ingles
4039,"""bien ahi compa 😎""",clean,español
4040,"""poggers play bro well done""",clean,ingles
4041,"""¿Cómo se llama ese lugar?""",clean,español
4042,"""Hola ¿cómo están? Guardado para después 😍""",clean,español
4043,"""All niggers should hang""",hate,ingles
4044,"""Cierra el pico, estorbo andante.""",toxic,español
4045,"""No te rindas vas por buen camino Me quito el sombrero""",clean,español
4046,"""Esos masisi lacras comen gatos cachai""",hate,español
4047,"""stream flew by so fast""",clean,ingles
4048,"""What a dumb joke. You're just a troll.""",toxic,ingles
4049,"""All muslims are nasty literally""",hate,ingles
4050,"""I hope you stop talking, you trash failure.""",toxic,ingles
4051,"""muy pro ese movimiento 😎""",clean,español
4052,"""q pro te salio rey :D""",clean,español
4053,"""terroristas musulmanes""",hate,español
4054,"""¿Por qué eres tan tóxico? Das pena.""",toxic,español
4055,"""Nadie te topa pinche idiota""",toxic,español
4056,"""Primitive cucks are perverted pedophiles""",hate,ingles
4057,"""Quítate de mi vista, rata asquerosa.""",toxic,español
4058,"""Pinches frijoleros que se mueran alv al chile""",hate,español
4059,"""Eres tan idiota que ni siquiera te das cuenta.""",toxic,español
4060,"""judíos religión""",hate,español
4061,"""Thanks for sharing this.""",clean,ingles
4062,"""Delusional jews should go back to where they came from""",hate,ingles
4063,"""¿Cuál fue tu inspiración colega? 👋""",clean,español
4064,"""Todo pasa por algo ánimo""",clean,español
4065,"""me da coraje leerte""",toxic,español
4066,"""Vete de aquí, idiota. Estás poniendo a todos tóxico. 😒""",toxic,español
4067,"""Pana ¿alguien me ayuda con una duda?""",clean,español
4068,"""You're underrated bruv""",clean,ingles
4069,"""Me cagan los viejas putos""",hate,español
4070,"""I hate mental muslims deadass🤬""",hate,ingles
4071,"""I like this format.""",clean,ingles
4072,"""Que te den morcilla hijo de puta""",toxic,español
4073,"""Go away, you idiot. You're making everyone toxic.""",toxic,ingles
4074,"""Stop acting like a wazzock""",toxic,ingles
4075,"""Das pena ajena retrasado""",toxic,español
4076,"""Putos trans son una pinche plaga🫃""",hate,español
4077,"""ese clutch fue perfecto""",clean,español
4078,"""Te mereces todo el éxito del mundo Me hiciste el día con esto""",clean,español
4079,"""jajajaja que gracioso😄""",clean,español
4080,"""Espero que vayas a llorar, molesto cobarde. 🤮""",toxic,español
4081,"""glad i found this""",clean,ingles
4082,"""Me tienes hasta los cojones lerdo""",toxic,español
4083,"""Cierra el hocico, no sabes nada, idiota.""",toxic,español
4084,"""bro ya nadie t cree""",toxic,español
4085,"""Me das auténtico asco carajote""",toxic,español
4086,"""q claro todo asi 😍""",clean,español
4087,"""keep it up bruv""",clean,ingles
4088,"""Gays are spreading disease""",hate,ingles
4089,"""bro das hueva, sin ofender 😒""",toxic,español
4090,"""You nailed it""",clean,ingles
4091,"""Primitive gypsies smell like shit""",hate,ingles
4092,"""Esos cuicos hediondos nos invaden fome 💸""",hate,español
4093,"""animo crack ya mero lo consigues """,clean,español
4094,"""Me fascina tu trabajo bro""",clean,español
4095,"""hiii just joined rn :)""",clean,ingles
4096,"""Te faltan un par de jugadores cagón""",toxic,español
4097,"""tu puedes loco""",clean,español
4098,"""bien ahi chat apoyando 👏""",clean,español
4099,"""Pinches fifis dan un chingo de asco hijos de la chingada""",hate,español
4100,"""no te rindas rey 😎""",clean,español
4101,"""Bájale de huevos o te parto tu madre piojoso""",toxic,español
4102,"""No hay por donde cogerte""",toxic,español
4103,"""Eres un cero a la izquierda subnormal""",toxic,español
4104,"""Odio a los masisi hediondos cachai""",hate,español
4105,"""Me cagan los centroacas corrientes""",hate,español
4106,"""i like this a lot ngl""",clean,ingles
4107,"""This helped clarify things.""",clean,ingles
4108,"""¿Qué app usas para esto?""",clean,español
4109,"""eres un chiste malo""",toxic,español
4110,"""ace facilito sii""",clean,español
4111,"""Delusional gooks should be shot""",hate,ingles
4112,"""Go away, you creep. You're making everyone disgusting. 😂""",toxic,ingles
4113,"""jajajaja este compa vive en otro mundo 🌎💀""",toxic,español
4114,"""Cachai cuicos weones son puro delincuente 💸""",hate,español
4115,"""me dio mucha risa eso XD""",clean,español
4116,"""podemitas comunistas""",hate,español
4117,"""Te faltan un par de jugadores mufa""",toxic,español
4118,"""este vato cree q sabe y no sabe ni vrg 😂""",toxic,español
4119,"""fascistas violentos""",hate,español
4120,"""Niggers are vile and spread diseases""",hate,ingles
4121,"""Odio a los haitianos lacras wn""",hate,español
4122,"""Straight to the point 👍""",clean,ingles
4123,"""judíos insolentes""",hate,español
4124,"""That's iconic bruv""",clean,ingles
4125,"""No lo había pensado así Llegué temprano a la joya 👋""",clean,español
4126,"""Hediondos hondureños son basura""",hate,español
4127,"""Coma mucha mierda sarnoso""",toxic,español
4128,"""ufff que buena decision 🔥""",clean,español
4129,"""Pinches venecos no deberían existir en corto""",hate,español
4130,"""Arabs Hate black people. This ISIS sympathizer just wants to call it his community. Nonsense.""",toxic,ingles
4131,"""Ya cállate el hocico pinche idiota""",toxic,español
4132,"""Go back to Africa""",hate,ingles
4133,"""Espero que vayas a llorar, ignorante trol.""",toxic,español
4134,"""Alharacos colipatos lacras chupenla""",hate,español
4135,"""otra vez comentando puras babosadas jajaja""",toxic,español
4136,"""das pena ajena bro""",toxic,español
4137,"""sigue asi sensei 👏""",clean,español
4138,"""Eres una lacra social.""",toxic,español
4139,"""You nailed it chap""",clean,ingles
4140,"""Esta es la cosa más estúpido que he visto. Deberías te largues. 🤬""",toxic,español
4141,"""Es que usted es muy carechimba""",toxic,español
4142,"""Sos un parásito mantenido pelotudo""",toxic,español
4143,"""SIII se puede 🏆""",clean,español
4144,"""HOLA HOLA VAMOSSS 🔥""",clean,español
4145,"""Te faltan un par de jugadores gato""",toxic,español
4146,"""Trans rights are fake""",hate,ingles
4147,"""Qué flow te cargas""",clean,español
4148,"""otra idiotez del monton""",toxic,español
4149,"""¿Qué música escuchas para inspirarte hermano?""",clean,español
4150,"""Los villeros son animales es la única solución""",hate,español
4151,"""XD momento random total""",clean,español
4152,"""No sirves ni para dar lástima baboso 😭""",toxic,español
4153,"""Kikes are parasitic scum""",hate,ingles
4154,"""Eres un bocachancla de manual""",toxic,español
4155,"""holaaa maestro todo bn? :)""",clean,español
4156,"""Great video. Although I wish he would've focused more on all the shit police are doing, because that's the only thing keeping the rioters and their supporters from being complete idiots.""",toxic,ingles
4157,"""Our shit serving media concocts a story, white cop kills an innocent black teenager, which is bullshit, to get the ""black community"" up in arms, they burn shit down..more stories for these useless talking heads to get in front of a camera with. At least once a week i see a black on white crime reported on the news..no national attention , no federal involvement...wtf? Black men need to stand up and be fathers and stop looking for excuses.. fuck yall.. all yall.""",toxic,ingles
4158,"""Savage homos are destroying the world""",hate,ingles
4159,"""Poggers""",clean,ingles
4160,"""Death to all spics""",hate,ingles
4161,"""I like how simple it is.""",clean,ingles
4162,"""Why is it that in the history of mankind where people of all color, creed and cultures have found a way to rise out of the ashes of oppression for their self betterment and self preservation, EXCEPT for the blacks??????????????! WHY? Please enlighten me to this unknown phenomena.""",toxic,ingles
4163,"""Me cagan los lenchas mierderos""",hate,español
4164,"""holaaa me quedo un rato :3""",clean,español
4165,"""JAJAJA como termino XD""",clean,español
4166,"""JAJAJAJA brooo en serio crees eso?? 😂💀""",toxic,español
4167,"""All lives matter""",hate,ingles
4168,"""Ghetto dykes are poisoning our blood""",hate,ingles
4169,"""F en el chat :(""",clean,español
4170,"""Shemales are should go back to where they came from ngl""",hate,ingles
4171,"""Pinches indios hay que dormirlos en corto""",hate,español
4172,"""This content is nice.""",clean,ingles
4173,"""Aweonao cuicos picantes nos invaden 💸""",hate,español
4174,"""¿Alguien sabe el nombre de la canción linda?""",clean,español
4175,"""Todos los gringos son unos sarnosos wey🐕""",hate,español
4176,"""FAKE!!...CNN IS BS""",toxic,ingles
4177,"""Todos los peruanos son unos hediondos hijos de la chingada💩🤮""",hate,español
4178,"""That's banging champ""",clean,ingles
4179,"""Black lives don't matter""",hate,ingles
